Time,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,GRF_V,GRF_AP,GRF_ML
19.21106728151564,-0.7653826512258555,-0.6737185551974331,-9.20056055419625,0.026817665316500233,0.12718132163977297,-0.27354304654394185,819.2339608453769,-54.59838763556455,-52.93617089701786
57.32318462136786,-0.16612913011925518,0.7916034126653609,-9.141939604946074,-0.007593989995347563,-0.24445958126761894,-0.18928856739099884,768.4196080656975,-13.254122142694193,57.022964679893796
24.551363964664706,-0.7431706783147441,-0.547054147077304,-9.188404426994618,-0.003807178257547104,0.19427812804353475,0.2462244230699343,806.3659788166945,-62.18053905396747,-39.508228559055254
121.31673981887883,-0.18864658090353212,0.7586398867972026,-9.125620818765357,0.03135054019677152,-0.2674639249925486,-0.20681594214348722,784.886541219208,-14.112511478195364,56.48264731630485
166.12922940163344,0.48148660005925115,-0.6440435016981039,-9.17673052431701,-0.030712640384277613,0.28195103900191354,-0.013503651720833853,855.8187948324646,32.70256889416692,-47.65275315910506
71.3639646647036,0.41278671083453966,0.7763140249120902,-9.238244164958175,0.0232608569949091,-0.30987731231494064,-0.03199012027359332,810.2568790299176,30.110771825007575,56.68374063165685
25.251402855714208,-0.8141784017821649,0.027720720415912205,-9.164814520317535,0.01765635520768304,-0.007865301036786513,-0.31558106360632665,742.0296827926886,-65.51310948021091,2.389599394773906
159.31885104728042,-0.2158695727023401,0.67633136435696,-9.166599781439514,-0.010216150557702447,-0.23901737164055847,-0.19371373171139603,764.2642459533766,-13.129662153969296,54.00100539184673
16.84093560753375,-0.12364625629639531,-0.8890441067820178,-9.193587388874807,-0.017084198337375015,-0.2720590502257957,-0.12001896106718667,755.9060692742866,-13.91825276965967,-65.73709979785748
143.8079893327407,0.4560770129894189,-0.7026850277905426,-9.13293496199445,-0.0327620364185828,-0.2004137644103133,-0.22955103984146707,816.0940622912314,34.37214606708729,-51.96706370496183
83.03461303405744,0.5632226001366751,0.7017562206637419,-9.220592749220668,0.0026603235294401307,0.11245972455179244,0.29918677822390105,829.397867525495,38.82716478264827,52.209740285592446
111.92621812322908,-0.7858607982861782,0.12238966425845794,-9.228798383517585,-0.013160204455604566,-0.23996486393724092,0.17420694583574037,736.0445688354087,-59.497190579812916,8.643280552119057
75.8842157897661,-0.6554233823757034,-0.39308434582191515,-9.193349113534131,0.011764898704921143,-0.28389426683758745,0.057380837021202086,823.4005969347605,-45.766059152379725,-30.958351260764566
110.81615645313629,0.2945654637067436,-0.7233478004554998,-9.17540102159068,-0.038290662797299105,-0.2210961384336192,-0.2004370840794925,782.1424079112397,22.74603349313887,-57.157361705231935
23.931329518306573,-1.0179810821400448,0.29366384356082675,-9.211283695450694,0.00321175704453313,-0.23113636129993675,0.18148099000384907,810.4389422097453,-75.45612860568227,22.40774820095164
73.16406467025946,-0.015747040222864484,-0.8609037879198121,-9.213760553184049,-0.010981683229160887,0.2838253471252564,-0.14293982018266274,776.3285672887093,1.450927357936125,-64.4968352200213
178.42991277293183,0.6176310284867473,-0.22460549044244066,-9.230682303937423,-0.018227721203969247,-0.22281376361807556,0.18218259165948603,775.765711163468,46.09632669502174,-17.013805166064596
